ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
542014,    Opium-Schale StyleStone messing 49cm,      77,       0,     109,     1,        14,16.08.2021,14   ,          ,     ,          ,     ,                        HW2021,                       SCHALEN,              0,1,        messing,        D49xH24,              542001,0,
542015, Cactus-K�bel StyleStone schw. matt 32cm,   29.99,       0,      39,     1,        12,16.08.2021,20   ,11.10.2021,10   ,          ,     ,                        HW2021,                         K�BEL,            -18,1,       schwarz ,        D32xH28,              542015,0,
542016, Cactus-K�bel StyleStone schw. matt 55cm,      69,       0,      99,     1,        11,16.08.2021,15   ,11.10.2021,10   ,          ,     ,                        HW2021,                         K�BEL,            -14,1,       schwarz ,        D55xH45,              542015,0,
542017, Cactus-K�bel StyleStone schw. matt 66cm,     109,       0,     149,     1,         7,16.08.2021,10   ,11.10.2021,5    ,          ,     ,                        HW2021,                         K�BEL,             -8,1,       schwarz ,        D66xH53,              542015,0,
542018,Cactus-Hochtopf StyleStone sch.matt 37cm,   29.99,       0,      39,     1,        18,16.08.2021,20   ,11.10.2021,15   ,          ,     ,                        HW2021,                         VASEN,            -17,1,       schwarz ,            H37,              542015,0,
542019,Cactus-Hochtopf StyleStone sch.matt 65cm,      99,       0,     139,     1,        12,16.08.2021,15   ,11.10.2021,7    ,          ,     ,                        HW2021,                         VASEN,            -10,1,       schwarz ,            H65,              542015,0,
542020,Cactus-Hochtopf StyleStone sch.matt 88cm,     169,       0,     239,     1,         7,16.08.2021,10   ,11.10.2021,5    ,          ,     ,                        HW2021,                         VASEN,             -8,1,       schwarz ,            H88,              542015,0,
542021,    Cactus-K�bel StyleStone messing 32cm,   35.99,       0,      49,     1,        11,16.08.2021,20   ,11.10.2021,8    ,          ,     ,                        HW2021,                         K�BEL,            -17,1,        messing,        D32xH28,              542015,0,
542022,    Cactus-K�bel StyleStone messing 55cm,      79,       0,     109,     1,        10,16.08.2021,15   ,11.10.2021,4    ,          ,     ,                        HW2021,                         K�BEL,             -9,1,        messing,        D55xH45,              542015,0,
542023,    Cactus-K�bel StyleStone messing 66cm,     125,       0,     175,     1,        14,16.08.2021,20   ,          ,     ,          ,     ,                        HW2021,                         K�BEL,             -6,1,        messing,        D66xH53,              542015,0,
542024, Cactus-Hochtopf StyleStone messing 37cm,   35.99,       0,      49,     1,        13,16.08.2021,20   ,11.10.2021,5    ,          ,     ,                        HW2021,                         VASEN,            -12,1,        messing,            H37,              542015,0,
542025, Cactus-Hochtopf StyleStone messing 65cm,  124.99,       0,     175,     1,         6,16.08.2021,15   ,          ,     ,          ,     ,                        HW2021,                         VASEN,             -9,1,        messing,            H65,              542015,0,
542026, Cactus-Hochtopf StyleStone messing 88cm,     209,       0,     289,     1,         4,16.08.2021,10   ,          ,     ,          ,     ,                        HW2021,                         VASEN,             -6,1,        messing,            H88,              542015,0,
542027,    Style-Table schwarz matt 110x35x71cm,      59,       0,      79,     1,         3,11.10.2021,7    ,          ,     ,          ,     ,                        HW2021,UNKATEGORISIERT,             -4,1,   schwarz matt,       D110xH71,              542027,0,
542028,    Style-Table schwarz matt 130x35x81cm,      69,       0,      97,     1,         4,11.10.2021,7    ,          ,     ,          ,     ,                        HW2021,UNKATEGORISIERT,             -3,1,   schwarz matt,       D130xH81,              542027,0,
542029,    Style-Podest schwarz matt 28x28x80cm,      39,       0,      55,     1,         5,11.10.2021,18   ,          ,     ,          ,     ,                        HW2021,UNKATEGORISIERT,            -13,1,   schwarz matt,        D28xH80,              542027,0,
542030,   Style-Podest schwarz matt 34x34x100cm,      49,       0,      69,     1,         5,11.10.2021,18   ,          ,     ,          ,     ,                        HW2021,UNKATEGORISIERT,            -13,1,   schwarz matt,       D34xH100,              542027,0,
542031, Figur People Girl schw. matt 13x15x50cm,   32.99,       0,   46.19,     2,        17,16.08.2021,15   ,11.10.2021,10   ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -8,1,        schwarz,             50,              542031,0,
542032,    Figur People Girl messing 13x15x50cm,   39.99,       0,      56,     2,         9,16.08.2021,15   ,11.10.2021,6    ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,            -12,1,        messing,             50,              542031,0,
542033, Figur People Dream schw.matt 31x14x19cm,   23.99,       0,   33.59,     2,        52,16.08.2021,60   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -8,1,        schwarz,             31,              542033,0,
542034,   Figur People Dream messing 31x14x19cm,   28.99,       0,   39.99,     2,        16,16.08.2021,20   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -4,1,        messing,             31,              542033,0,
542035, Figur People Yoga schw. matt 22x18x28cm,   23.99,       0,   33.79,     2,        30,16.08.2021,40   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,            -10,1,        schwarz,             28,              542035,0,
542036, Figur People Yoga schw. matt 28x23x35cm,   32.99,       0,   46.19,     1,        13,16.08.2021,20   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -7,1,        schwarz,             35,              542035,0,
542037,    Figur People Yoga messing 22x18x28cm,   29.49,       0,   41.29,     2,        30,16.08.2021,40   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,            -10,1,        messing,             28,              542035,0,
542038,    Figur People Yoga messing 28x23x35cm,   39.99,       0,   55.99,     1,        15,16.08.2021,20   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -5,1,        messing,             35,              542035,0,
542039,  Figur People Man schw. matt 19x23x43cm,   24.99,       0,   34.99,     2,        18,16.08.2021,20   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -2,1,        schwarz,             43,              542039,0,
542040,     Figur People Man messing 19x23x43cm,   29.99,       0,   39.99,     2,        16,16.08.2021,20   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -4,1,        messing,             43,              542039,0,
542041, Figur People Love schw. matt 29x27x55cm,      55,       0,      77,     1,         8,16.08.2021,15   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -7,1,        schwarz,             55,              542041,0,
542042,    Figur People Love messing 29x27x55cm,      66,       0,      89,     1,        11,16.08.2021,15   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -4,1,        messing,             55,              542041,0,
542043,Figur People Man 2 schw. matt 27x19x49cm,   32.99,       0,      45,     2,        11,16.08.2021,15   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -4,1,        schwarz,             49,              542043,0,
542044,   Figur People Man 2 messing 27x19x49cm,   39.99,       0,      56,     2,        11,16.08.2021,15   ,          ,     ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -4,1,        messing,             49,              542043,0,
542045,   Figur People XL schw.matt 61x46x73cm ,     139,       0,     199,     1,        10,16.08.2021,10   ,11.10.2021,4    ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -4,1,        schwarz,             73,              542045,0,
542046,     Figur People XL messing 61x46x73cm ,  161.19,       0,  225.69,     1,         9,16.08.2021,10   ,11.10.2021,3    ,          ,     ,                        HW2021,                  DEKO-OBJEKTE,             -4,1,        messing,             73,              542045,0,
542187,        K�bel-Set Lolly cubic pink 3tlg.,     199,       0,       0,     1,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              3, ,undefiniert,undefiniert,                    ,3,
542292,              Lounge Ball Vase pink 48cm,     129,       0,     165,     1,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              3, ,undefiniert,             48,                    ,3,
542296, Lounge Cubic S�ule L white/pink 2er Set,     198,       0,     257,     1,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              3, ,undefiniert,undefiniert,                    ,3,
542316,                 Lounge Coupe pink 114cm,     149,       0,     195,     1,        14,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             14, ,undefiniert,             36,                    ,14,
